id,course_id,course_name,course_dept_id,credits,lecture_hours,practical_hours,tutorial_hours,regulation,course_type
279,BM23821,Project Work (Phase - II),Biomedical Engineering,8,0,16,0,2023.0,Laboratory
280,HS23111,Technical Communication -I,Biotechnology,2,2,0,0,2023.0,Theory
281,MA23112,Algebra and Calculus,Biotechnology,4,3,0,1,2023.0,Theory
282,CY23132,Chemistry for Technologists,Biotechnology,4,3,2,0,2023.0,LOT
283,GE23111,Engineering Graphics,Biotechnology,4,2,4,0,2023.0,Theory
284,GE23121,Engineering Practices – Civil and Mechanical,Biotechnology,1,0,2,0,2023.0,Laboratory
285,BT23131,Microbiology,Biotechnology,4,2,4,0,2023.0,LOT
286,MC23112,Environmental Science and Engineering,Biotechnology,0,3,0,0,2023.0,Theory
287,GE23117,தமிழர் மரபு /Heritage of Tamils,Biotechnology,1,1,0,0,2023.0,Theory
288,HS23221/HS23222,Technical Communication II/ English for Professional Competence,Biotechnology,1,0,2,0,2023.0,Theory
289,MA23212,Differential Equations and Complex Variables,Biotechnology,4,3,0,1,2023.0,Theory
290,PH23231,Physics for Bioscience,Biotechnology,4,3,2,0,2023.0,LOT
291,GE23231,Programming Using Python,Biotechnology,3,1,4,0,2023.0,LOT
292,GE23212,Basic Civil and Mechanical Engineering,Biotechnology,3,3,0,0,2023.0,Theory
293,BT23211,Biochemistry,Biotechnology,3,3,0,0,2023.0,Theory
294,MC23111,Indian Constitution and Freedom Movement,Biotechnology,0,3,0,0,2023.0,Theory
295,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Biotechnology,1,1,0,0,2023.0,Theory
296,BT23221,Biochemistry Laboratory,Biotechnology,2,0,4,0,2023.0,Laboratory
297,MA23311,Transforms and Applied Partial Differential Equations,Biotechnology,4,3,0,1,2023.0,Theory
298,BT23311,Enzyme Technology and Biotransformations,Biotechnology,3,3,0,0,2023.0,Theory
299,BT23312,Stoichiometry and Fluid Mechanics,Biotechnology,3,3,0,1,2023.0,Theory
300,BT23313,Molecular Biology,Biotechnology,3,3,3,0,2023.0,Theory
301,BT23314,Cell Biology,Biotechnology,3,3,0,0,2023.0,Theory
302,BT23321,Basic Food and Enzyme Technology Laboratory,Biotechnology,1,0,2,0,2023.0,Laboratory
303,BT23331,Analytical Techniques in Biotechnology,Biotechnology,3,2,2,0,2023.0,LOT
304,MA23431,"Probability, Statistics and Reliability",Biotechnology,4,3,2,0,2023.0,LOT
305,BT23411,Food Biotechnology,Biotechnology,3,3,0,0,2023.0,Theory
306,BT23412,Genetic Engineering,Biotechnology,3,3,0,0,2023.0,Theory
307,BT23413,Thermodynamics and Heat transfer,Biotechnology,3,3,0,1,2023.0,Theory
308,BT23414,Basic Industrial Biotechnology,Biotechnology,3,3,0,0,2023.0,Theory
309,CS23422,Python Programming for Machine Learning,Biotechnology,2,0,4,0,2023.0,Laboratory
310,BT23421,Chemical Engineering Laboratory for Biotechnologists,Biotechnology,2,0,4,0,2023.0,Laboratory
311,BT23422,Molecular Biology and Genetic Engineering Laboratory,Biotechnology,2,0,4,0,2023.0,Laboratory
312,GE23421,Soft Skills – I,Biotechnology,1,0,2,0,2023.0,Laboratory
313,BT23511,Bioprocess Principles,Biotechnology,3,3,0,0,2023.0,Theory
314,BT23512,Bioinformatics,Biotechnology,3,3,0,0,2023.0,Theory
315,BT23513,Separation Process Principles,Biotechnology,3,3,0,1,2023.0,Theory
316,BTPE1,Professional Elective – I,Biotechnology,3,3,0,0,2023.0,Professional Elective
317,BTPE2,Professional Elective – II,Biotechnology,3,3,0,0,2023.0,Professional Elective
318,BTPE3,Professional Elective – III,Biotechnology,3,3,0,0,2023.0,Professional Elective
319,BT23521,Bioprocess Laboratory- I,Biotechnology,2,0,4,0,2023.0,Laboratory
320,BT23522,Bioinformatics Laboratory,Biotechnology,2,0,4,0,2023.0,Laboratory
321,GE23521,Soft Skills – II,Biotechnology,1,0,2,0,2023.0,Laboratory
322,BT23611,Bioprocess Technology,Biotechnology,3,3,0,0,2023.0,Theory
323,BT23612,Chemical Reaction Engineering,Biotechnology,3,3,0,0,2023.0,Theory
324,BTPE4,Professional Elective – IV,Biotechnology,3,3,0,0,2023.0,Professional Elective
325,BMPE5,Professional Elective – V,Biotechnology,3,3,0,0,2023.0,Professional Elective
326,BMPE6,Professional Elective – VI,Biotechnology,3,3,0,0,2023.0,Professional Elective
327,OE - 1,Open Elective - I,Biotechnology,3,3,0,0,2023.0,Open Elective
328,BT23621,Bioprocess Laboratory II,Biotechnology,2,0,4,0,2023.0,Laboratory
329,BT23622,Innovation and Design Thinking for Biotechnologists,Biotechnology,2,0,4,0,2023.0,Laboratory
330,BT23623,Numerical Programming for Biotechnologists,Biotechnology,1,0,2,0,2023.0,Laboratory
331,GE23622,Problem Solving Techniques,Biotechnology,1,0,2,0,2023.0,Others
332,BT23711,Downstream Processing,Biotechnology,3,3,0,0,2023.0,Theory
333,BT23712,Immunology,Biotechnology,3,3,0,0,2023.0,Theory
334,BT23713,Protein Engineering,Biotechnology,3,3,0,0,2023.0,Theory
335,BT23714,Comprehensive Course for Biotechnologists,Biotechnology,2,2,0,0,2023.0,Theory
336,OE - 2,Open Elective - II,Biotechnology,3,3,0,0,2023.0,Open Elective
337,BT23721,Downstream Processing Lab,Biotechnology,2,0,4,0,2023.0,Laboratory
338,BT23722,Immunology lab,Biotechnology,2,0,4,0,2023.0,Laboratory
339,BT23723,Artificial Intelligence and Machine Learning for Biotechnologist,Biotechnology,2,0,4,0,2023.0,Laboratory
340,BT23724,Industry Training (2 weeks Training during vacation),Biotechnology,1,0,0,0,2023.0,Others
341,CR23P62,Microfluidics Laboratory,Biotechnology,1,0,2,0,2023.0,Laboratory
342,BT23821,Project Work,Biotechnology,12,0,24,0,2023.0,Laboratory
343,HS23111,Technical Communication -I,Chemical Engineering,2,2,0,0,2023.0,Theory
344,MA23112,Algebra and Calculus,Chemical Engineering,4,3,0,1,2023.0,Theory
345,PH23111,Physics for Chemical Engineering,Chemical Engineering,3,3,0,0,2023.0,Theory
346,CY23312,Chemistry for Technologists,Chemical Engineering,4,3,2,0,2023.0,LOT
347,GE23111,Engineering Graphics,Chemical Engineering,4,2,0,2,2023.0,Theory
348,GE23121,Engineering Practices – Civil and Mechanical,Chemical Engineering,1,0,2,0,2023.0,Laboratory
349,MC23112,Environmental Science and Engineering,Chemical Engineering,0,3,0,0,2023.0,Theory
350,GE23117,தமிழர் மரபு /Heritage of Tamils,Chemical Engineering,1,1,0,0,2023.0,Theory
351,HS23222/HS23223,Technical Communication II / English for Professional Competence,Chemical Engineering,1,0,2,0,2023.0,Theory
352,MA23212,Differential Equations and Complex Variables,Chemical Engineering,4,3,0,1,2023.0,Theory
353,CH23211,Introduction to Chemical Engineering,Chemical Engineering,3,3,0,0,2023.0,Theory
354,GE23233,Problem Solving and Python Programming,Chemical Engineering,4,2,4,0,2023.0,LOT
355,PH23233,Material Science,Chemical Engineering,4,3,2,0,2023.0,LOT
356,EE23133,Basic Electrical and Electronics Engineering,Chemical Engineering,4,3,2,0,2023.0,LOT
357,GE23122,Engineering Practices – Electrical and Electronics,Chemical Engineering,1,0,2,0,2023.0,Laboratory
358,MC23111,Indian Constitution and Freedom Movement,Chemical Engineering,0,3,0,0,2023.0,Theory
359,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Chemical Engineering,1,1,0,0,2023.0,Theory
360,MA23311,Transforms and Applied Partial Differential Equations,Chemical Engineering,4,3,0,1,2023.0,Theory
361,CY23334,Physical and Organic Chemistry,Chemical Engineering,4,3,2,0,2023.0,LOT
362,CH23311,Solid Mechanics,Chemical Engineering,3,2,0,1,2023.0,Theory
363,CH23312,Chemical Process Calculations,Chemical Engineering,3,2,0,1,2023.0,Theory
364,CH23313,Chemical Process Industries,Chemical Engineering,3,3,0,0,2023.0,Theory
365,CH23331,Fluid Mechanics for Chemical Engineers,Chemical Engineering,4,3,2,1,2023.0,LOT
366,MA23431,"Probability, Statistics and Reliability",Chemical Engineering,4,3,2,0,2023.0,Theory
367,CH23411,Thermodynamics,Chemical Engineering,3,3,0,0,2023.0,Theory
368,CH23412,Heat Transfer,Chemical Engineering,3,3,0,0,2023.0,Theory
369,CH23431,Particle science and Technology,Chemical Engineering,4,3,2,0,2023.0,LOT
370,OE - 1,Open Elective - I,Chemical Engineering,3,3,0,0,2023.0,Open Elective
371,CS23411,Python Programming for Machine Learning,Chemical Engineering,3,1,4,0,2023.0,LOT
372,GE23327,Soft Skills – I,Chemical Engineering,1,0,2,0,2023.0,Laboratory
373,CH23421,Technical Analysis Lab,Chemical Engineering,2,0,4,0,2023.0,Laboratory
374,CH23511,Process Engineering Economics,Chemical Engineering,3,3,0,0,2023.0,Theory
375,CH23512,Chemical Engineering Thermodynamics,Chemical Engineering,3,3,0,0,2023.0,Theory
376,CH23513,Mass Transfer I,Chemical Engineering,3,3,0,0,2023.0,Theory
377,CH23514,Chemical Reaction Engineering I,Chemical Engineering,3,3,0,0,2023.0,Theory
378,CHPE1,Professional Elective – I,Chemical Engineering,3,3,0,0,2023.0,Professional Elective
379,OE - 2,Open Elective - II,Chemical Engineering,3,3,0,0,2023.0,Open Elective
380,GE23427,Soft Skills – II,Chemical Engineering,1,0,2,0,2023.0,Laboratory
381,CH23521,Heat Transfer Lab,Chemical Engineering,2,0,4,0,2023.0,Laboratory
382,CR23P51,Microfluidics Laboratory,Chemical Engineering,1,0,2,0,2023.0,Laboratory
383,CH23611,Mass Transfer II,Chemical Engineering,3,3,0,0,2023.0,Theory
384,CH23612,Chemical Reaction Engineering II,Chemical Engineering,3,3,0,0,2023.0,Theory
385,CH23613,Process Control,Chemical Engineering,3,3,0,0,2023.0,Theory
386,CH23614,Process Equipment Design,Chemical Engineering,3,3,0,0,2023.0,Theory
387,CHPE2,Professional Elective – II,Chemical Engineering,3,3,0,0,2023.0,Professional Elective
388,GE23627,Problem Solving Techniques,Chemical Engineering,1,0,2,0,2023.0,Others
389,CH23621,Mass Transfer Lab,Chemical Engineering,2,0,4,0,2023.0,Laboratory
390,CH23622,Innovation and Design thinking for Chemical Engineers,Chemical Engineering,2,0,4,0,2023.0,Laboratory
391,VAP,Value Added Program,Chemical Engineering,0,0,0,0,2023.0,Others
392,CH23711,Transport Phenomena,Chemical Engineering,3,3,0,0,2023.0,Theory
393,CH23712,Comprehensive Chemical Engineering,Chemical Engineering,3,3,0,0,2023.0,Theory
394,CH23713,Computer Applications in Chemical Engineering,Chemical Engineering,3,3,0,0,2023.0,Theory
395,CH23714,Process Plant Utilities,Chemical Engineering,3,3,0,0,2023.0,Theory
396,CHPE3,Professional Elective – III,Chemical Engineering,3,3,0,0,2023.0,Professional Elective
397,CHPE4,Professional Elective – IV,Chemical Engineering,3,3,0,0,2023.0,Professional Elective
398,CH23721,Chemical Reaction Engineering lab,Chemical Engineering,2,0,4,0,2023.0,Laboratory
399,CH23722,Process Control Lab,Chemical Engineering,2,0,4,0,2023.0,Laboratory
400,CH23723,Artificial Intelligence and Machine Learning for Chemical Engineers,Chemical Engineering,2,0,4,0,2023.0,Laboratory
401,CHPE5,Professional Elective – V,Chemical Engineering,3,3,0,0,2023.0,Professional Elective
402,CH23811,Project Work,Chemical Engineering,12,0,24,0,2023.0,Laboratory
403,GE23117,தமிழர் மரபு /Heritage of Tamils,Civil Engineering,1,1,0,0,2023.0,Theory
404,HS23111,Technical Communication -I,Civil Engineering,2,2,0,0,2023.0,Theory
405,MA23112,Algebra and Calculus,Civil Engineering,4,3,0,1,2023.0,Theory
406,CE23111,Building Materials,Civil Engineering,3,3,0,0,2023.0,Theory
407,CE23112,Engineering Drawing for Civil Engineers,Civil Engineering,4,2,4,0,2023.0,Theory
408,PH23131,Physics of Materials,Civil Engineering,4,3,2,0,2023.0,LOT
409,GE23121,Engineering Practices – Civil and Mechanical,Civil Engineering,1,0,2,0,2023.0,Laboratory
410,MC23112,Environmental Science and Engineering,Civil Engineering,0,3,0,0,2023.0,Theory
411,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Civil Engineering,1,1,0,0,2023.0,Theory
412,MA23212,Differential Equations and Complex Variables,Civil Engineering,4,3,0,1,2023.0,Theory
413,GE23211,Engineering Mechanics,Civil Engineering,3,2,0,1,2023.0,Theory
414,CY23223,Engineering Chemistry ,Civil Engineering,4,3,2,0,2023.0,LOT
415,EE23133,Basic Electrical and Electronics Engineering,Civil Engineering,4,3,2,0,2023.0,LOT
416,GE23231,Programming Using Python,Civil Engineering,3,1,4,0,2023.0,LOT
417,CE23221,Computer Aided Building Drawing for Civil Engineers,Civil Engineering,2,0,4,0,2023.0,Laboratory
418,HS23221,Technical Communication II,Civil Engineering,1,0,2,0,2023.0,Laboratory
419,GE23122,Engineering Practices – Electrical and Electronics,Civil Engineering,1,0,2,0,2023.0,Laboratory
420,MC23111,Indian Constitution and Freedom Movement,Civil Engineering,0,3,0,0,2023.0,Theory
421,CE23311,Strength of Materials I,Civil Engineering,3,3,0,0,2023.0,Theory
422,CE23312,Fluid Mechanics,Civil Engineering,3,3,0,0,2023.0,Theory
423,CE23313,"Construction Techniques, Equipment and Practice",Civil Engineering,3,3,0,0,2023.0,Theory
424,CE23331,Surveying,Civil Engineering,4,3,2,0,2023.0,LOT
425,MA23331,Transforms and Statistics,Civil Engineering,4,3,2,0,2023.0,LOT
426,CE23321,Construction Materials Laboratory,Civil Engineering,2,0,4,0,2023.0,Laboratory
427,CS23422,Python Programming for Machine Learning,Civil Engineering,2,0,4,0,2023.0,Laboratory
428,CE23411,Strength of Materials II,Civil Engineering,3,3,0,0,2023.0,Theory
429,CE23412,Hydraulics and Irrigation Structures,Civil Engineering,3,3,0,0,2023.0,Theory
430,CE23413,Water Supply Engineering,Civil Engineering,3,3,0,0,2023.0,Theory
431,CE23414,Highway and Railway Engineering,Civil Engineering,3,3,0,0,2023.0,Theory
432,CE23431,Soil Mechanics,Civil Engineering,4,3,2,0,2023.0,LOT
433,OE - 1,Open Elective - I,Civil Engineering,3,3,0,0,2023.0,Open Elective
434,CE23421,Strength of Materials and Hydraulic Engineering Laboratory,Civil Engineering,2,0,4,0,2023.0,Laboratory
435,GE23327,Soft Skills – I,Civil Engineering,1,0,2,0,2023.0,Laboratory
436,CE23511,Design of Reinforced Concrete Elements,Civil Engineering,4,3,0,1,2023.0,Theory
437,CE23512,Foundation Engineering,Civil Engineering,3,3,0,0,2023.0,Theory
438,CE23513,Waste Water Engineering,Civil Engineering,3,3,0,0,2023.0,Theory
439,CE23531,Structural Analysis,Civil Engineering,4,3,2,0,2023.0,LOT
440,CEPE1,Professional Elective – I,Civil Engineering,3,3,0,0,2023.0,Professional Elective
441,OE - 2,Open Elective - II,Civil Engineering,3,3,0,0,2023.0,Open Elective
442,CE23521,Water and Waste Water Analysis Laboratory,Civil Engineering,2,0,4,0,2023.0,Laboratory
443,GE23427,Soft Skills – II,Civil Engineering,1,0,2,0,2023.0,Laboratory
444,CE23611,Design of Steel Structures,Civil Engineering,4,3,0,1,2023.0,Theory
445,CE23612,"Construction, Planning,Scheduling and Management",Civil Engineering,3,3,0,0,2023.0,Theory
446,CE23613,Structural Dynamics and Earthquake Engineering,Civil Engineering,3,3,0,0,2023.0,Theory
447,CEPE2,Professional Elective – II,Civil Engineering,3,3,0,0,2023.0,Professional Elective
448,CE23631,Structural Design and Drawing,Civil Engineering,4,3,2,0,2023.0,LOT
449,CE23632,Design Thinking for innovation in Civil Engineering,Civil Engineering,2,1,2,0,2023.0,Laboratory
450,CE23711,"Estimation, Costing and Valuation Engineering",Civil Engineering,3,3,0,0,2023.0,Theory
451,CE23712,Hydrology,Civil Engineering,3,3,0,0,2023.0,Theory
452,CEPE3,Professional Elective – III,Civil Engineering,3,3,0,0,2023.0,Professional Elective
453,CEPE4,Professional Elective – IV,Civil Engineering,3,3,0,0,2023.0,Professional Elective
454,CE23721,Building Information Modelling,Civil Engineering,2,0,4,0,2023.0,Laboratory
455,CE23723,Artificial Intelligence and Machine Learning for Civil Engineers,Civil Engineering,2,0,4,0,2023.0,Others
456,CE237X,Seminar/ Others,Civil Engineering,0,0,0,0,2023.0,Others
457,CEPE5,Professional Elective – V,Civil Engineering,3,3,0,0,2023.0,Professional Elective
458,CEPE6,Professional Elective – VI,Civil Engineering,3,3,0,0,2023.0,Professional Elective
459,CE23821,Project Work,Civil Engineering,6,0,12,0,2023.0,Laboratory
460,HS23111,Technical Communication -I,Computer Science and Design,2,2,0,0,2023.0,Theory
461,MA23113,Mathematics for Design,Computer Science and Design,4,3,0,1,2023.0,Theory
462,CD23111,Design Drawing and Sketching,Computer Science and Design,3,2,0,1,2023.0,Theory
463,GE23117,தமிழர் மரபு /Heritage of Tamils,Computer Science and Design,1,1,0,0,2023.0,Theory
464,GE23131,Programming using C,Computer Science and Design,4,1,6,0,2023.0,LOT
465,PH23132,Physics for Information Science,Computer Science and Design,4,3,2,0,2023.0,LOT
466,GE23122,Engineering Practices – Electrical and Electronics,Computer Science and Design,1,0,2,0,2023.0,Laboratory
467,MC23111,Indian Constitution and Freedom Movement,Computer Science and Design,0,3,0,0,2023.0,Theory
468,MA23214,Probability and Inferential Statistics,Computer Science and Design,4,3,0,1,2023.0,Theory
469,CD23211,Foundation in Digital StoryTelling,Computer Science and Design,3,3,0,0,2023.0,Theory
470,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Computer Science and Design,1,1,0,0,2023.0,Theory
471,CD23231,Visual Communication Foundations,Computer Science and Design,4,2,4,0,2023.0,LOT
472,IT23231,Digital Logic and Computer Architecture,Computer Science and Design,4,3,2,0,2023.0,LOT
473,CS23231,Data Structures,Computer Science and Design,5,3,4,0,2023.0,LOT
474,HS23221/HS23222,Technical Communication II/ English for Professional Competence,Computer Science and Design,1,0,2,0,2023.0,Laboratory
475,GE23121,Engineering Practices – Civil and Mechanical,Computer Science and Design,1,0,2,0,2023.0,Laboratory
476,MC23112,Environmental Science and Engineering,Computer Science and Design,0,3,0,0,2023.0,Theory
477,MA23313,Discrete Mathematics for AI,Computer Science and Design,4,3,0,1,2023.0,Theory
478,CD23331,Design Processes and Perspectives,Computer Science and Design,4,3,2,0,2023.0,LOT
479,CS23331,Design and Analysis of Algorithms,Computer Science and Design,4,3,2,0,2023.0,LOT
480,CD23332,UI and UX design,Computer Science and Design,4,2,4,0,2023.0,LOT
481,CS23332,Database Management Systems,Computer Science and Design,5,3,4,0,2023.0,LOT
482,CD23321,Python Programming for Design,Computer Science and Design,3,0,6,0,2023.0,Laboratory
483,OE - 1,Open Elective - I,Computer Science and Design,3,3,0,0,2023.0,Open Elective
484,MA23433,Mathematical Modelling and Simulation,Computer Science and Design,4,3,2,0,2023.0,LOT
485,AI23231,Principles of Artificial Intelligence,Computer Science and Design,4,3,2,0,2023.0,LOT
486,CS23432,Software Construction,Computer Science and Design,4,3,2,0,2023.0,LOT
487,CS23532,Computer Networks,Computer Science and Design,4,3,2,0,2023.0,LOT
488,CS23333,Object Oriented Programming Using JAVA,Computer Science and Design,4,1,6,0,2023.0,LOT
489,GE23421,Soft Skills – I,Computer Science and Design,1,0,2,0,2023.0,Laboratory
490,CD23421,Industry Internship (2/4 weeks),Computer Science and Design,1,0,0,0,2023.0,Others
491,CDPE1,Professional Elective – I,Computer Science and Design,3,3,0,0,2023.0,Professional Elective
492,CD23531,Animation and Graphics,Computer Science and Design,5,2,6,0,2023.0,LOT
493,CS23431,Operating Systems,Computer Science and Design,5,3,4,0,2023.0,LOT
494,CS23531,Web Programming,Computer Science and Design,3,1,4,0,2023.0,LOT
495,CD23532,Design Thinking for Innovation in Product Development,Computer Science and Design,2,1,2,0,2023.0,Laboratory
496,GE23521,Soft Skills – II,Computer Science and Design,1,0,2,0,2023.0,Laboratory
497,OE - 2,Open Elective - II,Computer Science and Design,3,3,0,0,2023.0,Open Elective
498,CDPE2,Professional Elective – II,Computer Science and Design,4,3,2,0,2023.0,Professional Elective
499,CD23631,Game Design and Development,Computer Science and Design,4,2,4,0,2023.0,LOT
500,AI23331,Fundamentals of Machine Learning,Computer Science and Design,4,3,2,0,2023.0,LOT
501,CD23621,"Mobile Application Design and Development
Laboratory ",Computer Science and Design,2,0,4,0,2023.0,Laboratory
502,CD23622,Animated Educational Content/YouTube videos ,Computer Science and Design,3,0,6,0,2023.0,Laboratory
503,CDPE3,Professional Elective – III,Computer Science and Design,3,3,0,0,2023.0,Professional Elective
504,CDPE4,Professional Elective – IV,Computer Science and Design,4,3,2,0,2023.0,Professional Elective
505,CD23731,Film Making and Radio Podcasting,Computer Science and Design,3,2,2,0,2023.0,LOT
506,CD23721,Visual Effects,Computer Science and Design,3,0,6,0,2023.0,Laboratory
507,CD23722,Capstone Project Phase 1*,Computer Science and Design,4,0,8,0,2023.0,Laboratory
508,CDPE5,Professional Elective – V,Computer Science and Design,3,3,0,0,2023.0,Professional Elective
509,CDPE6,Professional Elective – VI,Computer Science and Design,3,3,0,0,2023.0,Professional Elective
510,CD23821,Capstone Project Phase 2*,Computer Science and Design,6,0,12,0,2023.0,Laboratory
511,HS23111,Technical Communication -I,Computer Science and Engineering,2,2,0,0,2023.0,Theory
512,MA23111,Linear Algebra and Calculus,Computer Science and Engineering,4,3,0,1,2023.0,Theory
513,GE23117,தமிழர் மரபு /Heritage of Tamils,Computer Science and Engineering,1,1,0,0,2023.0,Theory
514,GE23131,Programming using C,Computer Science and Engineering,4,1,6,0,2023.0,LOT
515,EE23133,Basic Electrical and Electronics Engineering,Computer Science and Engineering,4,3,2,0,2023.0,LOT
516,PH23132,Physics for Information Science,Computer Science and Engineering,4,3,2,0,2023.0,LOT
517,GE23121,Engineering Practices – Civil and Mechanical,Computer Science and Engineering,1,0,2,0,2023.0,Laboratory
518,MC23111,Indian Constitution and Freedom Movement,Computer Science and Engineering,0,3,0,0,2023.0,Theory
519,MA23213,Discrete Mathematical Structures ,Computer Science and Engineering,4,3,0,1,2023.0,Theory
520,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Computer Science and Engineering,1,1,0,0,2023.0,Theory
521,EC23232,Digital Logic and Microprocessor,Computer Science and Engineering,4,3,2,0,2023.0,LOT
522,GE23111,Engineering Graphics,Computer Science and Engineering,4,2,4,0,2023.0,Theory
523,CS23231,Data Structures,Computer Science and Engineering,5,3,4,0,2023.0,LOT
524,HS23221/HS23222,Technical Communication II/ English for Professional Competence,Computer Science and Engineering,1,0,2,0,2023.0,Laboratory
525,GE23122,Engineering Practices – Electrical and Electronics,Computer Science and Engineering,1,0,2,0,2023.0,Laboratory
526,CS23221,Python Programming Lab,Computer Science and Engineering,2,0,4,0,2023.0,Laboratory
527,MC23112,Environmental Science and Engineering,Computer Science and Engineering,0,3,0,0,2023.0,Theory
528,MA23312,Fourier series and Number theory,Computer Science and Engineering,4,3,0,1,2023.0,Theory
529,CS23311,Computer Architecture,Computer Science and Engineering,3,3,0,0,2023.0,Theory
530,CS23331,Design and Analysis of Algorithms,Computer Science and Engineering,4,3,2,0,2023.0,LOT
531,CS23332,Database Management Systems,Computer Science and Engineering,5,3,4,0,2023.0,LOT
532,CS23333,Object Oriented Programming Using JAVA,Computer Science and Engineering,4,1,6,0,2023.0,Lab and Theory
533,CS23334,Fundamentals of Data Science,Computer Science and Engineering,4,3,2,0,2023.0,LOT
534,OE - 1,Open Elective - I,Computer Science and Engineering,3,3,0,0,2023.0,Open Elective
535,BA23512,Fundamentals of Accounting,Computer Science and Engineering,3,3,0,0,2023.0,Theory
536,MA23435,"Probability, Statistics and Simulation ",Computer Science and Engineering,4,3,2,0,2023.0,LOT
537,CS23431,Operating Systems,Computer Science and Engineering,5,3,4,0,2023.0,LOT
538,CS23432,Software Construction,Computer Science and Engineering,4,3,2,0,2023.0,LOT
539,CS23433,Design Thinking for Innovation in Computer Science,Computer Science and Engineering,2,1,2,0,2023.0,LOT
540,GE23421,Soft Skills – I,Computer Science and Engineering,1,0,2,0,2023.0,Laboratory
541,CS23511,Theory of Computation,Computer Science and Engineering,4,3,0,1,2023.0,Theory
542,CS23512,Fundamentals of Mobile Computing,Computer Science and Engineering,3,3,0,0,2023.0,Theory
543,CSPE1,Professional Elective – I,Computer Science and Engineering,3,3,0,0,2023.0,Professional Elective
544,CS23531,Web Programming,Computer Science and Engineering,4,1,6,0,2023.0,LOT
545,CS23532,Computer Networks,Computer Science and Engineering,5,3,4,0,2023.0,LOT
546,AI23231,Principles of Artificial Intelligence,Computer Science and Engineering,4,3,2,0,2023.0,LOT
547,GE23521,Soft Skills – II,Computer Science and Engineering,1,0,2,0,2023.0,Laboratory
548,CSPE2,Professional Elective – II,Computer Science and Engineering,3,3,0,0,2023.0,Professional Elective
549,CS23631,Compiler Design,Computer Science and Engineering,4,3,2,0,2023.0,LOT
550,CS23632,Cryptography and Network Security,Computer Science and Engineering,3,2,2,0,2023.0,LOT
551,CS23633,Cloud Computing,Computer Science and Engineering,3,2,2,0,2023.0,LOT
552,AI23331,Fundamentals of Machine Learning,Computer Science and Engineering,4,3,2,0,2023.0,LOT
553,CS23621,Mobile Application Development Laboratory,Computer Science and Engineering,2,0,4,0,2023.0,Laboratory
554,CSPE3,Professional Elective – III,Computer Science and Engineering,3,3,0,0,2023.0,Professional Elective
555,CSPE4,Professional Elective – IV,Computer Science and Engineering,3,3,0,0,2023.0,Professional Elective
556,CSPE5,Professional Elective – V,Computer Science and Engineering,3,3,0,0,2023.0,Professional Elective
557,OE - 2,Open Elective - II,Computer Science and Engineering,3,3,0,0,2023.0,Open Elective
558,CS23721,Project Work (Phase - I),Computer Science and Engineering,3,0,6,0,2023.0,Laboratory
559,CSPE7,Professional Elective – VII,Computer Science and Engineering,3,3,0,0,2023.0,Professional Elective
560,CS23821,Project Work (Phase - II),Computer Science and Engineering,6,0,12,0,2023.0,Laboratory
561,HS23111,Technical Communication -I,Computer Science and Engineering (Cyber Security),2,2,0,0,2023.0,Theory
562,MA23111,Linear Algebra and Calculus,Computer Science and Engineering (Cyber Security),4,3,0,1,2023.0,Theory
563,GE23117,தமிழர் மரபு /Heritage of Tamils,Computer Science and Engineering (Cyber Security),1,1,0,0,2023.0,Theory
564,GE23131,Programming using C,Computer Science and Engineering (Cyber Security),4,1,6,0,2023.0,LOT
565,EE23133,Basic Electrical and Electronics Engineering,Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
566,PH23132,Physics for Information Science,Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
567,GE23121,Engineering Practices – Civil and Mechanical,Computer Science and Engineering (Cyber Security),1,0,2,0,2023.0,Laboratory
568,MA23213,Discrete Mathematical Structures ,Computer Science and Engineering (Cyber Security),4,3,0,1,2023.0,Theory
569,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,Computer Science and Engineering (Cyber Security),1,1,0,0,2023.0,Theory
570,EC23232,Digital Logic and Microprocessor,Computer Science and Engineering (Cyber Security),4,3,2,0,2023.0,LOT
571,GE23111,Engineering Graphics,Computer Science and Engineering (Cyber Security),4,2,4,0,2023.0,Theory
572,CS23231,Data Structures,Computer Science and Engineering (Cyber Security),5,3,4,0,2023.0,LOT
573,HS23221/HS23222,Technical Communication II/ English for Professional Competence,Computer Science and Engineering (Cyber Security),1,0,2,0,2023.0,Laboratory
574,GE23122,Engineering Practices – Electrical and Electronics,Computer Science and Engineering (Cyber Security),1,0,2,0,2023.0,Laboratory
575,CS23221,Python Programming Lab,Computer Science and Engineering (Cyber Security),2,0,4,0,2023.0,Laboratory
576,MC23112,Environmental Science and Engineering,Computer Science and Engineering (Cyber Security),0,3,0,0,2023.0,Theory
577,MA23312,Fourier series and Number theory,Computer Science and Engineering (Cyber Security),4,3,0,1,2023.0,Theory
